signal,lag_days,residual_plv
Jupiter,108,0.21972708629924592
Jupiter,109,0.21925835323986623
Jupiter,110,0.21872359254370116
Jupiter,111,0.21813987493733292
Jupiter,112,0.21752527980150152
Jupiter,113,0.2168990661890617
Jupiter,114,0.21627978395822414
Jupiter,115,0.2156829740623738
Jupiter,116,0.21512093984180145
Jupiter,117,0.2146038987175762
Jupiter,118,0.21414025936939274
Jupiter,119,0.213737552977267
Jupiter,120,0.21340224112151399
Jupiter,121,0.21313739399799453
Jupiter,122,0.21294111455639864
Jupiter,123,0.21280879625587754
Jupiter,124,0.21273375435268566
Jupiter,125,0.2127073833003776
Jupiter,126,0.21271923082414584
Jupiter,127,0.21275710089586172
Jupiter,128,0.21280676977316765
Jupiter,129,0.2128521290961985
Jupiter,130,0.21287517910017384
Jupiter,131,0.21285672652276583
Jupiter,132,0.21277671143159638
Jupiter,133,0.21261602066672552
Jupiter,134,0.2123587472417883
Jupiter,135,0.2119946905461721
Jupiter,136,0.2115194743780439
Jupiter,137,0.21093296068599363
Jupiter,138,0.21023889568789275
Jupiter,139,0.2094414551280178
Jupiter,140,0.2085438344930315
Jupiter,141,0.20754578147590177
Jupiter,142,0.20644374310949618
Jupiter,143,0.20523327741299768
Jupiter,144,0.20390945249085088
Jupiter,145,0.20246736156595574
Jupiter,146,0.20090228069400531
Jupiter,147,0.19920943626054674
Jupiter,148,0.1973843716892
Jupiter,149,0.1954236761085
Jupiter,150,0.193325298440898
Jupiter,151,0.19108853073721957
Jupiter,152,0.18871431784201323
Jupiter,153,0.1862049775666646
Jupiter,154,0.18356366704177893
Jupiter,155,0.18079461994706525
Jupiter,156,0.1779034853581446
Jupiter,157,0.17489724768456508
Jupiter,158,0.17178440709419637
Jupiter,159,0.16857496772153224
Jupiter,160,0.16528034868284053
Jupiter,161,0.1619128520605747
Jupiter,162,0.15848637841097152
Jupiter,163,0.15501595013377267
Jupiter,164,0.1515170399390065
Jupiter,165,0.1480055365715446
Jupiter,166,0.14449680089979933
