theta1,theta2,state
260.3883062648704,339.0014823328041,1
267.22057346902386,338.8398910846069,0
260.29796671448514,338.86218000632874,1
267.1079544708248,338.7009347473105,0
260.20744459044386,338.72184936972076,1
266.9947567890272,338.5609548521302,0
260.1167514212408,338.58048290780295,1
266.8809877378088,338.4199439492704,0
260.0258990729611,338.438073098453,1
266.766655001348,338.27789458246207,0
259.93489975164385,338.2946124145562,1
266.6517666395425,338.13479929089493,0
259.84376600536257,338.15009332601005,1
266.5363310935184,337.9906506112009,0
259.75251072600884,338.0045083017799,1
266.42035719091245,337.8454410794873,0
259.66114715076174,337.85784981200527,1
266.303854150906,337.69916323341874,0
259.56968886322767,337.7101103301557,1
266.1868315889945,337.55180961434814,0
259.478149794235,337.56128233523566,1
266.0692995214716,337.4033727694948,0
259.3865442222665,337.4113583140374,1
265.95126836960856,337.2538452541694,0
259.2948867735147,337.26033076344055,1
265.8327489635085,337.1032196340441,0
259.20319242154306,337.10819219275754,1
265.7137525456161,336.9514884874673,0
259.1114764865386,336.95493512612336,1
265.5942907738623,336.7986444078212,0
259.0197546341397,336.80055210492776,1
265.4743757244235,336.6446800059202,0
258.9280428738235,336.6450356902893,1
265.35401989407467,336.4895879124499,0
258.8363575568396,336.48837846556836,1
265.23323620211676,336.3333607804435,0
258.74471537367367,336.3305730389181,1
265.1120379918578,336.1759912877947,0
258.6531333510289,336.17161204587086,1
264.9904390316277,336.0174721398044,0
258.56162884831014,336.0114881519582,1
264.8684535153076,335.85779607175965,0
258.47021955359963,335.8501940553622,1
264.7460960623532,335.6969558515423,0
258.37892347911134,335.68772248959516,1
264.6233817172952,335.5349442822648,0
258.28775895611244,335.52406622620623,1
264.50032594869657,335.3717542049307,0
258.19674462930254,335.35921807751095,1
264.37694464754986,335.20737850111755,0
258.1058994506403,335.193170899342,1
264.25325412509767,335.0418100956788,0
258.01524267260953,335.0259175938177,1
264.12927111005996,334.8750419594619,0
257.9247938409168,334.8574511121251,1
264.00501274525226,334.70706711204036,0
257.8345727866152,334.6877644573148,1
263.8804965835817,334.5378786244552,0
257.744599617649,334.5168506871042,1
263.7557405834066,334.3674696219634,0
257.6548947098151,334.3447029166851,1
263.6307631032483,334.19583328679056,0
257.56547869713955,334.17131432153354,1
263.5055828958441,334.02296286088256,0
257.4763724616687,333.99667814021643,1
263.3802191015329,333.8488516486542,0
257.3875971226751,333.82078767719287,1
263.2546912409642,333.6734930197306,0
257.29917402528105,333.6436363056054,1
263.1290192071259,333.49688041167724,0
257.2111247285031,333.4652174700578,1
263.00322325668543,333.31900733271544,0
257.12347099272426,333.28552468937494,1
262.87732400064107,333.1398673644193,0
257.0362347666008,333.10455155934176,1
262.7513423942841,332.9594541643893,0
256.949438173413,332.9222917554157,1
262.62529972647064,332.7777614689001,0
256.8631034968706,332.73873903541033,1
262.4992176082079,332.5947830955173,0
256.77725316638725,332.55388724214464,1
262.37311796055894,332.41051294567916,0
256.69190974183704,332.36773030605457,1
262.2470230018731,332.22494500724036,0
256.6070958978116,332.1802622477624,1
262.120955234352,332.0380733569723,0
256.52283440739495,331.99147718060016,1
261.99493742996157,331.849892163017,0
256.439148125478,331.8013693130826,1
261.86899261570494,331.66039568728996,0
256.3560599716341,331.60993295132613,1
261.743144058271,331.4695782878285,0
256.27359291258097,331.41716250140917,1
261.6174152480786,331.2774344210811,0
256.1917699442541,331.22305247167037,1
261.491829882734,331.08395864413467,0
256.1106140735206,331.027597474941,1
261.36641184992783,330.88914561687506,0
256.03014829956254,330.8307922307071,1
261.2411852097937,330.6929901040783,0
255.9503955949612,330.6326315671987,1
261.11617417675717,330.49548697742784,0
255.8713788865157,330.4331104234012,1
260.9914031009036,330.296631217455,0
255.79312103582936,330.2322238509874,1
260.866896448897,330.09641791539974,0
255.71564481970123,330.02996701616485,1
260.74267878448325,329.89484227498747,0
255.6389729103588,329.8263352014372,1
260.61877474861166,329.69189961412013,0
255.5631278555703,329.62132380727553,1
260.49520903921456,329.487585366478,0
255.4881320586768,329.4149283536975,1
260.3720063906815,329.2818950830299,0
255.41400775858386,329.2071444817515,1
260.24919155307043,329.07482443344935,0
255.34077700975422,328.99796795490374,1
260.12678927109596,328.8663692074345,0
255.26846166224308,328.7873946603258,1
260.0048242629401,328.6565253159298,0
255.1970833418186,328.5754206100812,1
259.8833211989285,328.44528879224777,0
255.12666343021053,328.3620419422096,1
259.76230468011863,328.2326557930893,0
255.05722304552881,328.1472549217059,1
259.6417992168451,328.0186225994612,0
254.9887830228961,327.93105594139524,1
259.5218292072707,327.8031856174901,0
254.92136389533655,327.71344152270103,1
259.4024189159898,327.586341379132,0
254.85498587496264,327.49440831630676,1
259.2835924527314,327.36808654277644,0
254.7896688345024,327.2739531027106,1
259.16537375121055,327.1484178937461,0
254.72543228920802,327.0520727926732,1
259.04778654817596,326.92733234469097,0
254.66229537918596,326.82876442755827,1
258.9308543627004,326.70482693587775,0
254.60027685218782,326.60402517956754,1
258.8146004757617,326.48089883537546,0
254.53939504689964,326.37785235186954,1
258.69904791015955,326.25554533913714,0
254.47966787676657,326.15024337862405,1
258.58421941081446,326.02876387098,0
254.4211128143877,325.921195824904,1
258.47013742549245,325.80055198246447,0
254.36374687651448,325.69070738651476,1
258.3568240859982,325.570907352674,0
254.30758660968445,325.45877588971484,1
258.2443011898785,325.33982778789834,0
254.25264807651902,325.22539929083825,1
258.13259018267496,325.107311221221,0
254.1989468427139,324.99057567582184,1
258.02171214076463,324.8733557120146,0
254.14649796474663,324.75430325964,1
257.9116877548239,324.6379594453461,0
254.0953159783246,324.5165803856494,1
257.8025373139494,324.4011207312948,0
254.04541488759378,324.277405524847,1
257.69428069046734,324.1628380041862,0
253.9968081551265,324.03677727504424,1
257.58693732546044,323.92310982174524,0
253.9495086927041,323.7946943599615,1
257.48052621503894,323.681934864172,0
253.9035288529071,323.5511556282451,1
257.37506589737905,323.4393119331434,0
253.85888042152317,323.3061600524125,1
257.2705744405506,323.1952399507454,0
253.81557461078154,323.0597067277277,1
257.1670694311524,322.94971795833857,0
253.77362205341794,322.8117948710123,1
257.0645679637702,322.70274511536167,0
