s,x,y,theta,curvature,tx,ty,nx,ny
83961.7563251476,2.0870733009311198,259.5961999897833,1.27772269361301,0.21451019653704076,0.28889615990821005,0.9573604382638775,-0.9573604382638775,0.28889615990821005
84404.44248225105,2.2374511416783616,260.1963805088944,1.4057966439917897,0.20362525590153627,0.16425201809792478,0.9864184074243446,-0.9864184074243446,0.16425201809792478
84796.83393356296,2.2603603761082143,260.7063621903788,1.6641541180895165,0.06260726140815388,-0.09322223764905363,0.9956453255837311,-0.9956453255837311,-0.09322223764905363
85241.56693761752,2.1446949960414154,261.20536292607096,1.9117920872365881,-0.0015178510216369448,-0.3344256844476206,0.9424221249189609,-0.9424221249189609,-0.3344256844476206
85766.40975104587,1.8878644005127314,261.7675111097467,2.0897378425806683,-0.007333947686994565,-0.4959612867538674,0.8683446331977536,-0.8683446331977536,-0.4959612867538674
86236.23975873076,1.4978936809356889,262.2623279319872,2.446844217637932,0.06389906744587208,-0.7682147754246205,0.6401922045579215,-0.6401922045579215,-0.7682147754246205
86690.04690868761,0.9892681179341989,262.43482068458275,-3.0104802462703883,0.13756028950881027,-0.9914170742494963,-0.13073708288965682,0.13073708288965682,-0.9914170742494963
87240.86752134931,0.38949749041556814,262.139283649892,-2.647457411847249,0.1367573610337892,-0.8803791682887211,-0.47427051353309996,0.47427051353309996,-0.8803791682887211
87772.09277307923,-0.15070518561518811,262.2080817906617,2.259267412553743,0.09574246643231861,-0.6353572696758931,0.7722183239423588,-0.7722183239423588,-0.6353572696758931
88385.72563691354,-0.3246405581870373,262.91710146792053,1.3848286165797101,0.12085075522877703,0.18489764469761955,0.9827577834607467,-0.9827577834607467,0.18489764469761955
88711.07417239684,-0.07196962601282542,263.5176588119445,1.3693566850134973,0.12085125818782155,0.200080069217686,0.9797795496132654,-0.9797795496132654,0.200080069217686
89270.5085143919,-0.45288365817175835,263.69729118903865,3.0941731307258875,0.12325460462376879,-0.998875905069205,0.04740175351636462,-0.04740175351636462,-0.998875905069205
89662.39204076139,-1.123766252847078,263.7465046490164,2.8377894782211848,0.11744333042066471,-0.9542056675863531,0.2991513728784254,-0.2991513728784254,-0.9542056675863531
90129.50877882469,-1.184091173732275,264.09059073468836,1.0787396608163342,0.09894210915739371,0.4724395555098392,0.8813630729426153,-0.8813630729426153,0.4724395555098392
90783.90208225367,-0.7633437988447053,264.70290317156315,0.9620169184666646,0.23963460954092125,0.57186657805427,0.8203466443363664,-0.8203466443363664,0.57186657805427
91339.33975584221,-0.4074717038986662,265.37082214445803,1.230922109555176,0.24237669879601798,0.3333685072129287,0.9427966049804251,-0.9427966049804251,0.3333685072129287
91851.06674965036,-0.26612131432979436,266.01590290374116,1.461203928536533,0.1398202206461922,0.10937315349038022,0.9940007611951243,-0.9940007611951243,0.10937315349038022
92353.9459278218,-0.2291841052982245,266.6477676822345,1.5343716416219746,-0.011700852829313805,0.03641663125130375,0.9993366944771594,-0.9993366944771594,0.03641663125130375
