phi_rad,phi_deg,escape_probability,composite
-0.22689280275926293,-13.000000000000005,0.19422829251094212,Venus_Mars
-0.2094395102393194,-11.999999999999991,0.19453154764024363,Venus_Mars
-0.1919862177193763,-11.000000000000004,0.1948242999111093,Venus_Mars
-0.17453292519943275,-9.99999999999999,0.19510642292641847,Venus_Mars
-0.15707963267948966,-9.0,0.19537779461868557,Venus_Mars
-0.13962634015954611,-7.999999999999986,0.1956382973327348,Venus_Mars
-0.12217304763960302,-6.999999999999997,0.1958878179055704,Venus_Mars
-0.10471975511965992,-6.000000000000009,0.1961262477433665,Venus_Mars
-0.08726646259971638,-4.999999999999995,0.19635348289550092,Venus_Mars
-0.06981317007977328,-4.000000000000005,0.19656942412556036,Venus_Mars
-0.05235987755982974,-2.9999999999999916,0.19677397697925106,Venus_Mars
-0.03490658503988664,-2.0000000000000027,0.19696705184914579,Venus_Mars
-0.017453292519943098,-0.9999999999999887,0.19714856403620842,Venus_Mars
0.0,0.0,0.19731843380803432,Venus_Mars
0.017453292519943542,1.0000000000000142,0.19747658645375213,Venus_Mars
0.03490658503988664,2.0000000000000027,0.19762295233553445,Venus_Mars
0.05235987755982974,2.9999999999999916,0.1977574669366671,Venus_Mars
0.06981317007977328,4.000000000000005,0.19788007090613308,Venus_Mars
0.08726646259971638,4.999999999999995,0.1979907100996668,Venus_Mars
0.10471975511965992,6.000000000000009,0.19808933561724074,Venus_Mars
0.12217304763960302,6.999999999999997,0.19817590383694952,Venus_Mars
0.13962634015954656,8.00000000000001,0.19825037644525728,Venus_Mars
0.15707963267948966,9.0,0.19831272046358223,Venus_Mars
0.1745329251994332,10.000000000000014,0.1983629082711914,Venus_Mars
0.1919862177193763,11.000000000000004,0.1984009176243851,Venus_Mars
0.20943951023931984,12.000000000000018,0.1984267316719521,Venus_Mars
0.22689280275926293,13.000000000000005,0.19844033896688196,Venus_Mars
0.24434609527920603,13.999999999999995,0.1984417334743227,Venus_Mars
0.2617993877991496,15.000000000000009,0.1984309145757768,Venus_Mars
0.27925268031909267,15.999999999999996,0.1984078870695308,Venus_Mars
0.2967059728390362,17.00000000000001,0.19837266116731975,Venus_Mars
0.3141592653589793,18.0,0.1983252524872275,Venus_Mars
0.33161255787892285,19.000000000000014,0.19826568204283118,Venus_Mars
0.34906585039886595,20.000000000000004,0.19819397622859933,Venus_Mars
0.3665191429188095,21.000000000000018,0.19811016680155766,Venus_Mars
0.3839724354387526,22.000000000000007,0.1980142908592396,Venus_Mars
0.4014257279586957,22.999999999999993,0.19790639081394265,Venus_Mars
0.41887902047863923,24.000000000000007,0.19778651436331435,Venus_Mars
0.43633231299858233,24.999999999999996,0.1976547144572962,Venus_Mars
0.45378560551852587,26.00000000000001,0.1975110492614571,Venus_Mars
0.47123889803846897,27.0,0.19735558211674953,Venus_Mars
